ID,Text,Labels
7045,我是真的好想练也真的不怕练，可是腰突严重为了不瘫不得不休息，看到人家去举铁自己不能去难过的要死 __eou__ 其实胸背手臂很多动作也可以练吧 __eou__ 医生要我静养要等症状完全没了才能再慢慢恢复运动，我真的急也急死了，本来练的都有点成效了 __eou__ 那就这段时间可以看看相关书籍啊，磨刀不误砍柴工，这是心态问题，你又不以此为职业，着啥急啊,3636
7046,还以为你不喜欢吃杭州菜呢！ __eou__ 我那么喜欢喜欢杭州喜欢你 __eou__ 杭州菜这么甜，合你口味吗？ __eou__ 合啊，只觉得味道好，没觉得很甜啊而且喜欢吃甜的不过我觉得新白鹿比外婆家好吃,6262
7047,中兴要是肯听别人的至于走到今天这一步？ __eou__ 中兴老总不如你成功 __eou__ 中兴老总我不知道，但你不如我成功 __eou__ 我这种没有选票的哪好跟您比?,5555
7048,找工作不要太着急积累经验很重要更不要眼高手低也许不中听但是是事实愿你早点找到喜欢的工作加油 __eou__ 这道理我懂，毕竟我不是刚毕业的 __eou__ 这么说你也一把年纪了 __eou__ 也没有吧，毕业快两年,2666
7049,我的7更新系统后超卡，卡到让我以为苹果变成了三星，好几个游戏都卡的不成了 __eou__ 入而且掉电是火箭般的速度，而且指纹解锁基本不灵 __eou__ 对对对！指纹解锁就是在更新后出问题了，能打开的可能性百分之二三十，几乎只能用密码 __eou__ 我真的烦的想砸手机,5555
7050,内蒙古协同共享经济新模式加减法龙哥怎么看 __eou__ 我写加减法的智慧，论的简政放权，优化服务和另一个，还偏了点经济，哎，真是烦 __eou__ 我政治经济文化放管结合齐上阵要不那么多文化的材料没用害怕 __eou__ 我是感觉材料太乱了就没整，直接拿那句话开整，写完感觉没怎么提管理俩字都,6363
7051,哇。一个人吃那么多。好胃口。 __eou__ 你的手臂不是么别装了 __eou__ 这手臂又没写我名字。你说是就是啊。 __eou__ 哼无聊你的鞋也入镜了！小粗腿儿? __eou__ 不要进行人身攻击腿粗是我的错嘛??撮中我内心最柔软的地方了双眼含泪了 __eou__ 噢噢噢好了好了给你擦擦?,266632
7052,进步好多诶~！光影很美 __eou__ 表情动作还是有点单一，继续努力。能得到你的夸奖，我很开心啦 __eou__ 一起加油~光影运用很重要的~ __eou__ 恩！尝试不同风格,2121
7053,不是装作，是真的很酷，毕业快乐呐 __eou__ 很伤感啊???学姐 __eou__ 时间过得真快，转眼你们都要毕业了，未来会更好的 __eou__ 嗯嗯??也祝学姐一切顺利,2322
7054,很有爱很感动 __eou__ 如果你一起来就好了 __eou__ 希望你毕业的时候叫我去我一定到场 __eou__ 一定啊！！你不来我不跟你讲话了这世人 __eou__ 强硬！我喜欢！必须的！,26662
7055,哇哦原来国花等还是运动健儿？ __eou__ 省测不幸的抽到了我们班 __eou__ 偶买噶这运气666哈哈哈是时候展现自己了 __eou__ 跑到眼前一黑人老了真的不行了,6613
7056,会带回家，给我做饭洗衣服 __eou__ 太残暴了！！哈哈哈 __eou__ 北京租房这么贵，肯带你回家很不错了好嘛 __eou__ 哈哈哈，我要说我在望京有房你不是会很失落？ __eou__ 不会啊，没什么好失落的，本来就没有的东西,61616
7057,我喜欢今生是第一次的秀智！！！！ __eou__ 挺酷的，遇到一帮垃圾同事是真倒霉 __eou__ 我太喜欢她了超级酷我还喜欢普美列个公司女职员这个剧就充她去看的 __eou__ 其实??我最喜欢的是男主的前任，那位欧尼第一次出场就把我秒了,2522
7058,我不是人啊你不是人啊 __eou__ 我是人你不是人 __eou__ 原来你不是人我是人???原来是这样的~ __eou__ 我是地球人你不是地球人,6666
7059,即将毕业的大四学生。对未来可期，有喜欢的姑娘。 __eou__ 即将毕业的大四学生，没有喜欢的姑娘 __eou__ 还很早，现在没有未必不好。 __eou__ 哈哈哈哈哈哈哈现在没有其实很好 __eou__ 哈哈哈哈哈哈，自己开心才是最好的。,26611
7060,你不要这么消极！！！ __eou__ 我感到不好，可能过一阵就好了 __eou__ 别被负面情绪打败！！ __eou__ 我都要被负面情绪打死了哈哈,6363
7061,张晟老师的课吧 __eou__ 是的已经无数次中枪下次要好好听课了 __eou__ 哈哈，我也是经常被她提问，无论坐在教室的哪个角落 __eou__ 那大概因为你的成绩比较好吧,6612
7062,宝宝画口红了吗 __eou__ 怎么可能嘛他小嘴就那么红 __eou__ 小嘴看着红的呀！这个配色确实暖 __eou__ 哈哈，配的还能搞哈,6621
7063,温州还有很多有名的宵夜，我特喜欢人民路天上人间后面的猪脏粉，以前夜宵都那边吃的 __eou__ 那家我也去吃过，是荷花那里搬迁来的对吧？ __eou__ 好像是他们家吃的人很多 __eou__ 对呀！还没休息呀？ __eou__ 马上休息了林老师晚安,26662
7064,有三样吃过！ __eou__ 哟，那看来不错嘛，下次请你吃剩下的 __eou__ 说个时间喂！这周末我给老大拿电话啊！ __eou__ 这周不行，下周估计可以,6266
7065,他们需要你原谅吗 __eou__ 我的喜好我的三观需要你来bb吗？ __eou__ 那别人的人生需要你来bb？需要你来原谅？ __eou__ 原配怀孕当三儿还不能被人骂啦？你也做同样的事了吗？那么维护她,5555
7066,你打算以后自己布置自己的婚礼吗~ __eou__ 对啊无形中又给婚礼省了一笔钱 __eou__ 是不是婚礼上的所有花艺你都可以啊？ __eou__ 我这还比较初级不过一般的应该没问题要不要雇我啊哈哈哈 __eou__ 哈哈，我没到那时候呢，不过真想找你啊！ __eou__ 那我赶紧好好练手,666116
7067,怎么讲都去逛街了吗 __eou__ 说去漂流堵了六个小时还没到目的地吃了个农家乐速度回城途中车停在山上还被哪个龟儿子擦脱了漆 __eou__ 听起来就是刺激的一天 __eou__ 更刺激的是12点回成都大家觉得不够尽兴一波人去了ktv嗨到了四点喝了三件歪啤酒今天男票要死不活的 __eou__ 真的还蛮刺激的感觉很嗨阿,66666
7068,还有这种事？人没事就对哈。看来国外也不咋滴。 __eou__ 那边治安不太好'我就奇怪了'大白天的没人守车么？ __eou__ 国外也有那么多穷凶极恶的人啊 __eou__ 啊'那边小偷多得很,5555
7069,我喜欢他家老高跟鞋！超级好看…我买的黑色的…新高跟 __eou__ 小王子那个也好好看啊 __eou__ 美丽的红棕色！确实很不错做手帐必备啊… __eou__ 哈哈哈哈哈阿帕奇的晚霞也超级好看还有祖母绿 __eou__ 你再安利下去，我要控制不住自己了！,22216
7070,我到家了可以回了 __eou__ 刚吃上，九点半左右回去！你不要出门哦！ __eou__ 我带回就走哈哈好 __eou__ 告诉你家包子说你欺负我们，还经常下班不回家约人吃饭！,6615
7071,你真有福气伐，老有大攴吃!羡慕羡慕! __eou__ 汗?暴饮暴食其实很不好嗒?要健康饮食?你现在的生活状态才好呢 __eou__ 呵呵，我现在休整期，快发霉了! __eou__ 养好身体?快快生个小宝宝?,2232
7072,ht什么时候出新的李小龙啊！出点乔丹什么的也行啊，tmd我喜欢的角色和类型都被eb糟蹋了。 __eou__ 乔丹十二月份！新的李小龙也就那么回事儿，面部依然处理的让人失望。还是ht吧兄弟！ __eou__ 我希望ht出李小龙和nba啊~可是不知道李小龙的版权永远在eb那里了 __eou__ ht做的是科幻电影系列。eb也只有做些别的才能不倒闭破产。,5555
7073,昨天说的更新碎片商店，到现在都没动静 __eou__ 这期没说要更新碎片商店吧，是两个夺宝更新了 __eou__ 昨天官博回复了评论说，一会儿更新碎片商店 __eou__ 什么居然还有这么一回事！可恶！还不更新！讨伐他们,6665
7074,然后呢，看上哪位了。 __eou__ 面目比较和蔼的女性基本都是我的目标客户。 __eou__ 客户经理真好，到处和人套近乎。 __eou__ 哪里好，每天讨好别人，还被一堆人负责，我现在跟卖保险的没什么区别。 __eou__ 练口才和炼身体！看好你哈！,66232
7075,已截图，并举报，实名制造谣要付法律责任！ __eou__ 随你举报，又不是造谣 __eou__ 拿出数据，空口无凭不是造谣么？？！ __eou__ 你自己查啊，百度一下啊，谷歌一下，360一下，搜狗一下啊，真是有毛病。,5555
7076,你还要去见这么帅的哥哥呢 __eou__ 啊啊啊我光看图就要昏厥了！！我怕真的看到我就要窒息了 __eou__ 哈哈哈哈羡慕求哥哥给我机会见见 __eou__ 会有的等着吧哈哈哈哈哈,2211
7077,超级好看啊！！！第二次拍都这么好！！ __eou__ 主要是姑娘长得好看 __eou__ 姑娘长得也是真好看～你拍的也是真好～哈哈 __eou__ 这话听得真开心哪哈哈哈。,2211
7078,大哥，你确定你配的图是对的？？？ __eou__ 前四个肯定是对的呀，你没看那还有台词，后面那个充数的 __eou__ 竟然凑数！差评！ __eou__ 那个多好看，那么萌,5652
7079,帅哥都搞基去了，这让姐妹们怎么活 __eou__ 搞基好歹也带我看上一眼啊，关键是木有 __eou__ 青阳街倒是有，我以前的男闺蜜，哈哈，不过人个出远门了。 __eou__ 我唯一看到的一帅哥还在柯村，然后到现在都没打听到。,3316
7080,为啥你就能弄成空气刘海 __eou__ 我就随便一剪，一个挫爆了的胖男人剪的哈哈哈哈忘记了他娘泡的英文名叫啥了 __eou__ 我找韩国人剪的她帮我弄完回家洗完头我就不知道咋整了以后还是去桥下找5块钱的剪头大叔吧 __eou__ 挺好看啊，就是有点厚吧？空气不起来。我就揪了几撮毛剪短了，特别稀疏,6166
7081,你不是一般的可爱 __eou__ baby，我星期二休息，来看你好不？ __eou__ 嗯嗯，好好，约起菁妹哈！ __eou__ 好滴！我们一起来~哦，算错咯，是星期三~,2622
7082,这么便宜的火车票！ __eou__ 恩～上海还有到金山的城际火车也这么便宜还能刷卡呢 __eou__ 好像我也坐过这么便宜的湘潭到长沙的 __eou__ 好喜欢小火车啊在泰国坐了5泰铢的小火车呢早上五六点的看太阳升起来,6662
7083,那你叫我们???认空姐 __eou__ 估计你认得比我全呢！ __eou__ 那不一定??嫦娥，你还欠我桃子妹妹呢 __eou__ 我找不到那本挂历了怎么办？ __eou__ 好吧??，先欠着，等你拍真人，。 __eou__ 我很难碰到桃子妹妹哎，我们不是一个候机楼的我都没有亲眼看见过！ __eou__ 好吧，那汉莎大妈和你们一个候机楼嘛？ __eou__ 他们不是大妈哦，他们是我们羡慕的freestyle,66666362
7084,原来我的高中同学真的有报公务员的啊~话说你报哪了？ __eou__ 我报南宁的啊，不过国考是报来玩的，我是想试试明年的区考 __eou__ 你应该不会跟我报重吧？我报的高新区~怎么大家都爱考省考，难道省考比较容易还比较有钱途？ __eou__ ==因为国考我不够时间复习而已,6666
7085,我害怕又resou __eou__ 不会吧这没啥好热搜的我感觉没有啥点 __eou__ 前几次都上了渣浪的心思你别猜 __eou__ 黑粉拿这个控评的话我真的要气死太吓人了,4664
7086,好久不见，新年快乐，终于看到你发照片，来台湾玩呀 __eou__ 新年快乐，哈哈去台湾参加一个展览，已经回大陆了 __eou__ 有空常来玩。还是好喜欢你的iphone随手拍。该开放线上授课的，想学 __eou__ 谢谢，有什么随时交流啊，还会来的啦,2221
7087,怎么断的啊，真是佩服你，孩子带那么好 __eou__ 呵呵谢谢夸奖！等生了孩子，自然就会带了，这是本能！ __eou__ 还有2个月生，焦虑啊 __eou__ 别焦虑，你的心情影响孩子。,2244
7088,你的毛笔字还是一如既往 __eou__ 什么一如既往，我以前没发过毛笔字啊！不是夸就不要说了 __eou__ 画好看你画的什么我都喜欢 __eou__ 你还是不要夸我了,2626
7089,我也不开心???可是还得坚持加油吧吃点好吃的我又胖了 __eou__ 最近钱包太紧张唉，坚持不下去了，快顶不住了宝宝你为森么不开心，今天你应该过节呀 __eou__ 哈哈哈哈哈我过节。还没男人和我说个节日快乐的呢。巧克力都是我自己买的哈哈哈哈 __eou__ 哈哈哈，挺好挺好，祝你节日快乐 __eou__ 我去了。不想说什么,33116
7090,做你的同事多幸福啊 __eou__ 哈哈，不是啦，是因为今天很多人去考试，其他科缺人上班，所以我们要去支援我看到芬妹你也报名了，考得如何？ __eou__ 哈哈，头一次报，是被逼的，当然是考砸了。 __eou__ 看到你去报，我差点想去批评阿娜，说阿芬都报了，她也该努力努力，没想到阿芬你好吧,2116
7091,也是昨天第一次听，才发现《红豆》还有粤语版。 __eou__ 私心里把它当成独家收藏词太棒了 __eou__ 不知道为什么，如果一首歌有两版的话，总会偏向粤语那一版多些。 __eou__ 对的，就比如国语版的《约定》，太腻了。第一次听到粤语版，惊艳得昏特过去了 __eou__ 对对对，再比如《慕容雪》和《苏州河》，也是天上地下。,22222
7092,肉必须首先被消灭掉！ __eou__ 对！先把好吃的吃掉，才能在如狼似虎的同学面前抢到他们肉吃（他们抢不到我的就很棒 __eou__ 你比我优秀我从来抢不到她们的肉 __eou__ 慢慢来，路还长的很,6626
7093,啊啊啊啊啊啊啊我也是喜欢鹿晗也喜欢张韶涵 __eou__ 快乐追星双倍体验?? __eou__ 没毛病，今天看的路透我都惊呆了，有生之年啊，我的两个憨憨 __eou__ 是的唯一的男神女神比任何综艺都要开心,2121
7094,你好请问怎样才能知道自己考试预约成功了呢？ __eou__ 你约考完看到一个叫你打印的页面就可以了 __eou__ 我好像看到了，但是我直接退出那个页面了，也不知道咋办，我不知道自己的确认号码?﹏? __eou__ 退出没关系啊，号码也不用记住,6646
7095,以后红红可以在西伯利亚女王面前趾高气昂的显摆我赢了三次你猜她第二天会不会被麻子扫 __eou__ 她最近打麻子不是连败吗 __eou__ 两连败吧年终给扫了法网三盘 __eou__ 也是连败，麻麻把全部的恨都泄在了红红身上。,6665
7096,不是突发性厌世，是一直都挺厌世的，活着太痛苦了，精神折磨很痛苦 __eou__ 不要这样朋友，生活还是有乐趣的 __eou__ 干嘛，我又没有说要自杀，可事实就是这样，不是一时兴起的感受，是多年的切身体会 __eou__ 所以头像很有趣，哈哈哈哈哈,3231
7097,起床啦太阳晒屁股啦～～～ __eou__ 我就睡了两个小时你发烧怎么样了 __eou__ 好很多。不过那个药死难喝死难喝的，我都想吐。 __eou__ 我的还不是难喝我在上课好烦 __eou__ 看盗墓笔记看得有点惊恐了。睡不着了。,66554
7098,北京大外的顺下辽宁就解决不了，可惜广厦的大外不会啊 __eou__ 一针见血，而且广厦没人会中投，所以韩德君老虎不出洞，就算会下顺，也没卵用。 __eou__ 广厦大外脚步也没比韩德君快，尽管他会投三分，韩德君只要站到他面前就可以，一点不累 __eou__ 所以广厦外线没优势，内线更是劣势，只能接受被横扫了！,3555
7099,最后那个三分也是运气不错，弹了好几下进去的。不过输球也不是坏事 __eou__ 是的，我觉得是好事。今年骑士季后赛太顺了。要经得起挫折，偶尔的失败是最佳的磨砺方式。 __eou__ 就我两个詹密在这水，勇士要喷了 __eou__ 没事，没事不服球场solo,2266
7100,水果能借一个充充饥不？顺便能不能解释一下为什么就这么这么的居家也。 __eou__ 随便吃哈不要客气表问为啥居家这是个异次元现象 __eou__ 异次元，好嘛，带点果子，时间里旅行 __eou__ 嘿嘿，累得倒头就睡着了 __eou__ 了解，我也是久违的睡过12点,66616
7101,哈哈，我知道啦。德国回来了？ __eou__ 还没呢。不过国内快放暑假了。假期要不要带小弟弟去哪里玩。他都长这么大了 __eou__ 回来后过来玩。假期还没计划。 __eou__ 好的。你们现在住哪里附近？,1666
7102,借楼问问有没有什么办能法拔高个十几厘米 __eou__ 没有你找不到媳妇了 __eou__ 那我祝你越来越有分量 __eou__ 也祝你越来越是精华 __eou__ 太扎心了老铁，我们还是互相拍马屁吧,66666
7103,而且感觉很像那本我不喜欢这世界我只喜欢你 __eou__ 您老不知道先出的是满满都是我的爱吗？我个人还觉得满满写得好些呢？不能睁眼黑⊙▽⊙ __eou__ 我有说她抄了吗？??睁眼黑？我还真不知道 __eou__ 意有所指，我只是不想您误会,5555
7104,现在大厂都圈钱，独立创意游戏才是真玩家的归属。 __eou__ 我几乎没有喜欢的大作 __eou__ 喜欢便好，哪分大小。 __eou__ 玩的比较边缘跟主流玩家比较没有共同语言 __eou__ 并不觉得雷曼、地狱边境这种边缘。另，你说的主流玩家的玩得是哪些？ __eou__ 口袋妖怪巫师光环怪物猎人ff那些,666666
7105,窦骁我好喜欢你！加油！狼图腾一定去看！ __eou__ 头像好好，是他们什么剧照嘛？ __eou__ 好像是《在一起》？不好意思呀不太记得了 __eou__ 嗯嗯～好哒，木有关系，谢谢亲，么么哒,2261
7106,别换了，现在这个更符合你气质 __eou__ 喵喵喵？豆芽有这么可爱的气质？ __eou__ 没有气质就是最可爱的气质 __eou__ 我差点以为你被豆芽收买了,6626
7107,到现在还没吃饭学校饭菜跟猪食一样活生生的诱惑 __eou__ 等你出了学校你就知道有多怀念学校的饭菜 __eou__ 是真的不好吃！一般学校的我是不会说不好吃的 __eou__ 难道是我们学校的饭菜怀念起来太好,5552
7108,哈哈哈不知看到蓝那段还是恩桐那段 __eou__ 蓝嘉文！看的我太生气了 __eou__ 小三的嘴脸太难看 __eou__ 张大勇也是脑子有问题！明知道蓝嘉文喜欢他还不知道避嫌,1555
7109,我同意啊五个人的聊天群没人聊天了怎么可能让人不怀疑会多了一个四人聊天群 __eou__ 是啊，他们几个互相点赞朋友圈，却从没和我互动过呢，也许就不是一路人吧 __eou__ 啊真的是感同身受了啊「你去主动找可能他们还在群里嘲你主动倒贴」 __eou__ 啊呵呵呵，是哦，搞得好像是我脸皮厚着找他们，我在群里说个话说不定他们鸟都不高兴鸟呢,5555
7110,我要来抓海子！！！！ __eou__ 帮我抓一只母的！！这个时节喜欢母蟹 __eou__ 我真的能抓到？ __eou__ 可能直接去生鲜市场买更划算,6266
7111,听你这么说，我都想怀孕了！ __eou__ 呵呵，这水平估计一时半会你还没法具备啊。 __eou__ 还真不会这项技能！ __eou__ 呵呵，你可以期待科技进步嘛…你累一天了，早点休息吧，我再瞪会儿眼…,6666
7112,这是谁啊？眼睛没问题吧！ __eou__ 你是认为这人眼睛瞎了是吗 __eou__ 没瞎，就是有问题 __eou__ 你这么打击我，真的好吗？,5555
7113,哈哈哈哈现在流行360度全方位服务 __eou__ 你要是和我买车你也能享受到这样的服务哦！ __eou__ 那太遗憾了，没钱买车没恋可失 __eou__ 哎，这活着～累！ __eou__ 原谅我一生放浪不羁爱自由,16336
7114,合肥的采蝶轩和中山的采蝶轩是一家公司不？ __eou__ 这我就放心了，我在中山的买了月饼 __eou__ 没事，暂时没听过有什么问题。 __eou__ 嗯嗯嗯。中山这边的卫生看起来挺好的，晚上晚一点都没有了 __eou__ 是啊，现做的一般晚上七八点就没什么了。,66626
7115,大妹子私企没有公休假，他可能是国有企业或者公务员，最差是擦边的外企 __eou__ 外企更有公休假的，俺就是外资的 __eou__ 注意，擦边，擦边，徐州大多都是擦边的外企 __eou__ 我们是被公司外派的，当时为了方便直接招的我们,6666
7116,就是后面太伤感，小小年纪都能感到的悲凉 __eou__ 当时很多东西没看懂，就看见陈坤帅了 __eou__ 他那种清冷忧郁的气质真的是挺迷人，不是光光外形，几个兄弟姐妹的故事都蛮典型 __eou__ 是我小时候崇拜和模仿的对象,3222
7117,我觉得现在监管越来越差了！ __eou__ 从古至今毒品就和蟑螂一样顽强的存在在地球上 __eou__ 哎！主要现在法律越来越任性了！抗战时代早枪决了 __eou__ 刑法修正案九，都废除了9个死刑犯，刑法修正案八取消了13个经济性非暴力死刑。中国未来的趋势是限制死刑。 __eou__ 和国际接轨了！不然，美国又要提我国的人权法案了！,55555
7118,你居然真的回来了！那你把你妈妈一个人扔下了啊。去重庆吗 __eou__ 对啊，我们现在已经到重庆啦，我们一起回来的呀，我妈高反比我更严重 __eou__ 我现在到高原了在2000多米了 __eou__ 现在2000多米对我来说已经不算高原了5000多米的生死关都过来了,6666
7119,好喜欢这组！！！ __eou__ 出去考察路上拍的。没有后期。用的相机里自带的一些小东西。感觉路上会有很多好看的风景。 __eou__ 没有后期的色调都好协调 __eou__ 仔细琢磨相机会有新发现,2226
7120,我对我没有哥这事念叨了好些年 __eou__ 除了羡慕还能怎么办呢 __eou__ 虽然没哥，但有个弟才十岁！有什么用呢！！就hin羡慕了 __eou__ 你弟弟以后会敲宠你的啦！,6222
7121,呵，女人，你还欠我一个么么哒 __eou__ 就想着占我便宜 __eou__ 呵，我们都是同过床的关系了你在害怕什么 __eou__ 公众场合你竟然就这么把我们的关系给暴露了,6646
7122,支持骑单车的朋友，有需要可以联系我。我可以给你提供住宿。洗个热水澡 __eou__ 谢谢，已经到麻阳了，去西域地区 __eou__ 我喜欢一个人骑车到处跑。呵呵希望能够提供一些力所能及的帮助。 __eou__ 哦，挺好的啊，骑车逛逛这世界，一来锻炼身体，二来增长知识，明天我去凤凰古城，往铜仁方向走，越贵州,6122
7123,原来是穆老师不是木老师 __eou__ 你怎么知道穆老师的 __eou__ 我去宁波找你的那几天你跟我讲你工作的故事，提到了好几次 __eou__ 看来穆老师是一个非常重要的存在,6662
7124,表示认识一个叫做佳宜的不算漂亮但是很好玩哈哈 __eou__ 我们高三班里就有一个很漂亮的哈哈~然后昨天晚上看完了《那些年》，里面的沈佳宜也是超漂亮！ __eou__ 校园网速度太慢了，想下载都怕 __eou__ 优酷上已经有了哦！,1146
7125,有了宝宝要开心，一天一个变化多可人疼啊。现在宝宝几斤了 __eou__ 谢谢太小又早产没去称。知道应该高兴，可是控制不住自己 __eou__ 比你不幸的很多，别对生活失望。看着宝宝，他是你的动力你的全部。 __eou__ 恩，谢谢你。努力改进,1122
7126,俊谕哥晚上好！！吃饭了嘛？！！我今天遇到小偷了！！！ __eou__ 不会吧？东西没少吧？ __eou__ 手机差点被偷！还被吓了一下！！！ __eou__ 没有被偷就好，下次多个心眼快过年小偷多呢 __eou__ 嗯嗯！这几天都在降温！！你出门的时候也要多穿点衣服！不要像小贝姐一样！！逞能！！,66466
7127,小p孩这么吃香啊 __eou__ 我被吓到了！脸跟猴子屁股一样 __eou__ 他儿子在你们那住院啊？长的帅否啦？ __eou__ 他还把他老婆带到办公室来看我，然后说啊说的，害的我好囧 __eou__ 这也太明目张胆了呀，完全不考虑你的感受，太以自我为中心了，这种人，我们要一起bs __eou__ 嗯！原来他跟我们主任很熟的然后还说等我空了让主任带我去他们家吃饭我觉得好狗血，可以拍电影了！,646555
7128,你敢放点儿清楚的照片吗 __eou__ 网络不好怪我喽 __eou__ 我大双眼皮儿彻底晒没了 __eou__ 不是本来就没有嘛，你只是显回原型了而已,6336
7129,这是五阿哥给他的阿哥府邸妃子发的福利！羡慕嫉妒恨。五阿哥爱妃子，不疼老妹。 __eou__ 谁让你不当妃子还是个天天爬墙的调皮妹妹我这谁的黑底都有 __eou__ 小妹好，妃子太多，我怕打起来。这个表情好可爱。 __eou__ 打不起来，很友爱,2622
7130,我一直都相信有坏人肯定有好人，这是辩证法 __eou__ 您永远不失对生活的信心感人 __eou__ 热爱生命，认真的活着，甚至也可以无知无觉的活着，我认为除此之外别无他法。 __eou__ 我将之简为：乐活或苟活！,2226
7131,一看就是很少仰望天空 __eou__ 太阳这么大，平时眼睛都不想睁开，怎么仰望天空呢 __eou__ 可是美景只在天上有，你需要仰望天空 __eou__ 那可不一定??只要愿意找，人间处处是美景 __eou__ 需要一双发现美的眼睛,66626
7132,我也喜欢榛果拿铁喜欢红杯杯 __eou__ 我觉得每年圣诞的马克杯都很好看 __eou__ 我喜欢他们和thermos合作的冬天喝过了好久还是暖暖的 __eou__ 可是贵呀！不如直接去买膳魔师的 __eou__ 我就喜欢喜欢真的买还是直接买thermos便宜一半呢,22262
7133,哈尼你怎么跟我一样迟钝，我感觉到了地震可我以为是自己太沉压了一下椅子 __eou__ 哈哈哈哈哈哈哈你很棒棒哦，要奖励你小红花 __eou__ 某个少女沉迷网络连地震都布吉岛 __eou__ 我们半斤八两好么！！！,6166
7134,老板就是她！！到处乱送奶茶让你亏本！！ __eou__ 我看美女我才送的 __eou__ 你说的好有道理我竟无言以对！ __eou__ 我总能准确的抓到你的命门 __eou__ 我总是对诚实的人没有抵御力,66262
7135,三年你能坚守底线不错 __eou__ 不一边打扫一边爆粗口想爆炸 __eou__ 但是能坚持打扫卫生从侧面也反应了你的优点啊 __eou__ 我只是受不了脏乱差的环境下生活,6525
7136,有水泥路的话，建议卡罗拉双擎。保养也不贵，又省油，混动是大趋势 __eou__ 对啊，买个汽油的估计也用不了太多年。 __eou__ 嗯，目前各个国家已经出台了禁售燃油车的政策了，中国也不会远了 __eou__ 2020会全面展开，新能源汽车不远了,2666
7137,土豪我们来交朋友吧！ __eou__ 郭副帅谦虚了吧~ __eou__ 别闹了~土豪我们也一起粗去玩儿吧 __eou__ 好啊那你赶快邀请我吧~,6666
7138,终于成功了！！！ __eou__ 出乎意料，而且还不难受 __eou__ 不错不错，以后想戴都可以了 __eou__ 嗯哪是哒，好好休息吧,2622
7139,今年还去法国旅拍吗，还是那个活动 __eou__ 嗯，哈哈马上又要出门了 __eou__ 还是和你那个买一送一的弟弟去嘛 __eou__ 啊哈你是不是最近会算命了？ __eou__ 对，我掐指算的，我觉得今年的这个时候你们应该还会再去，上次看到这个活动了，想着估计你们又要去拍摄了,61666
7140,好棒友友、最近我少上博，天冷保重哦！ __eou__ 谢谢紫云，今日阳光灿烂，有蓝天白云，暖和多了。 __eou__ 昨天深夜忽然下雨，凌晨深感寒意，这会露脸了！ __eou__ 前两天也是下了一整天的雨，今天放晴。,2166
7141,亲，你的回复我几时能看到 __eou__ 哈哈，我刚看到，我说你咋没反应 __eou__ 可以理解，脑残，要不是我那么关心你呢 __eou__ 你死罪，朕暂且饶你不死，跪恩吧,6156
7142,你竟然才看！！！ __eou__ 不是啊，之前就看了，但是每每回忆起来，都觉得甜的不行啊 __eou__ 台剧经典还有一个我也很喜欢我可能不会爱你 __eou__ 这个好像口碑不错但是我一直没看,6222
7143,那是相当富有啊 __eou__ 呵呵，我才发现早都关注了你，可惜你还没有关注我哦 __eou__ 我有关注你啊 __eou__ 好吧！那你再看看吧,6666
7144,我的小天使也胜利了 __eou__ 哈哈你是什么事情产生了矛盾 __eou__ 想念与无法联系哈哈 __eou__ 啊哈～我明白了,2116
7145,苏可我没尝过你的手艺 __eou__ 如果去年的饺子不算的话，那好像是真没有 __eou__ 有机会一起约起来煮饭 __eou__ 哈哈，好啊好啊！厨艺大比拼,6661
7146,我家楼顶昨天也砸下来一大块！老大声了！一大片阴影！当时还以为有人跳楼了呢！ __eou__ 你这更可怕！！！这天你就别出门了，安全最重要 __eou__ 嗯。憋死我了！我都五天没出过门了。 __eou__ 就开窗户换换风就行,4436
7147,今天刚吃了拉面早知道给你拍了 __eou__ 最近感觉我们真是超级心有灵犀 __eou__ 你怎么会这么想 __eou__ 最近都一样被工作同事折磨，一样的丧，一样想吃拉面,6663
7148,听了可以和我私信聊聊 __eou__ 我早都想和你说了怕打扰你休息呀走私信走起 __eou__ 别。你全部结束之后再总结告诉我一下，我就听听。因为我现在身体，绝对没办法过去了呀 __eou__ 哈哈会的等我总结了来你现在就咋舒服咋来～,6661
7149,亲，我做全麦面包的时候核桃放多了就会很难发起来的，我看你的发的很好啊！不知怎么回事？ __eou__ 核桃切小块了吗？我这核桃量确实不少??发酵没觉得受影响呢 __eou__ 切小了啊！难道是酵母？你用的是什么牌子的？我的是燕子的，谢谢哦！ __eou__ 我用的就是普通的安琪酵母你做别的面包用燕子的正常吗 __eou__ 另外的发的起来，对哦，那就是另外原因了，近段时间总是做不好面包，麻烦啦 __eou__ 嗯做东西好像也靠运气有时候我也做不好却想不通为什么,666666
7150,我曾经的恶梦呵呵 __eou__ 难道说你没通过？ __eou__ 6年前考了三次哈哈 __eou__ 亲你够可以哈，我后天一定要一次通过！,4611
7151,白玉堂被毁了我是坚决不看的 __eou__ 哈哈哈哈哈哈，其实挺乐的。互动挺有爱的 __eou__ 接受不了我的白白不是这样的 __eou__ 额，那谁演你喜欢,5156
7152,真好看，这么久以来最好看的一张！ __eou__ 哈哈看来你喜欢学生党 __eou__ 我喜欢长着大叔脸却貌似学生党一样天真无邪的样子！ __eou__ 那是心机婊好嘛不是我不是我！,2126
